Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","33","Canada","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1826.5","","Official data"
"PP","Producer Prices","96","China, Hong Kong SAR","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","6952.9","","Official data"
"PP","Producer Prices","98","Croatia","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1877.1","","Official data"
"PP","Producer Prices","50","Cyprus","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1963","","Official data"
"PP","Producer Prices","167","Czechia","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1539.6","","Official data"
"PP","Producer Prices","54","Denmark","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1832.9","","Official data"
"PP","Producer Prices","56","Dominican Republic","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","923.5","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1262.8","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1875.7","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1130.8","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","2851.7","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1213.4","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1661.6","","Official data"
"PP","Producer Prices","73","Georgia","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1363.5","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1797.7","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","3306.6","","Official data"
"PP","Producer Prices","86","Grenada","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","8252.1","","Official data"
"PP","Producer Prices","91","Guyana","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","2287.7","","Official data"
"PP","Producer Prices","97","Hungary","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1630.9","","Official data"
"PP","Producer Prices","99","Iceland","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","3878.1","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1706.6","","Official data"
"PP","Producer Prices","105","Israel","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1172.5","","Official data"
"PP","Producer Prices","106","Italy","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1613","","Official data"
"PP","Producer Prices","110","Japan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1752.3","","Official data"
"PP","Producer Prices","108","Kazakhstan","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","906.1","","Official data"
"PP","Producer Prices","119","Latvia","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1411.7","","Official data"
"PP","Producer Prices","121","Lebanon","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","2291.9","","Official data"
"PP","Producer Prices","126","Lithuania","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1090.9","","Official data"
"PP","Producer Prices","256","Luxembourg","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","3074.5","","Official data"
"PP","Producer Prices","131","Malaysia","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1404.4","","Official data"
"PP","Producer Prices","134","Malta","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1966","","Official data"
"PP","Producer Prices","137","Mauritius","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","2563.8","","Official data"
"PP","Producer Prices","138","Mexico","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1034.1","","Official data"
"PP","Producer Prices","149","Nepal","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","2504.8","","Official data"
"PP","Producer Prices","150","Netherlands","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1359.2","","Official data"
"PP","Producer Prices","162","Norway","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1935.4","","Official data"
"PP","Producer Prices","170","Peru","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1424.4","","Official data"
"PP","Producer Prices","171","Philippines","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","2137.4","","Official data"
"PP","Producer Prices","173","Poland","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1099.2","","Official data"
"PP","Producer Prices","174","Portugal","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1545.9","","Official data"
"PP","Producer Prices","146","Republic of Moldova","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1010.7","","Official data"
"PP","Producer Prices","183","Romania","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","3044.4","","Official data"
"PP","Producer Prices","185","Russian Federation","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1110.7","","Official data"
"PP","Producer Prices","184","Rwanda","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","2557.4","","Official data"
"PP","Producer Prices","272","Serbia","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1537.3","","Official data"
"PP","Producer Prices","200","Singapore","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1671.4","","Official data"
"PP","Producer Prices","198","Slovenia","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","719.9","","Official data"
"PP","Producer Prices","202","South Africa","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1666.9","","Official data"
"PP","Producer Prices","203","Spain","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1740.4","","Official data"
"PP","Producer Prices","38","Sri Lanka","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1343.7","","Official data"
"PP","Producer Prices","207","Suriname","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","2010","","Official data"
"PP","Producer Prices","210","Sweden","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1570.7","","Official data"
"PP","Producer Prices","211","Switzerland","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","5127.4","","Official data"
"PP","Producer Prices","216","Thailand","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1410.1","","Official data"
"PP","Producer Prices","223","Turkey","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1267.8","","Official data"
"PP","Producer Prices","230","Ukraine","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1018.8","","Official data"
"PP","Producer Prices","231","United States of America","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1619","","Official data"
"PP","Producer Prices","234","Uruguay","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","597.6","","Official data"
"PP","Producer Prices","237","Viet Nam","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","1431.5","","Official data"
